ID,Nombre,Marca,Referencia,Categoria,Tipo de Producto,Grados de alcohol,Medida,Precio_Original,Precio_Final,Descuento_%,Precio_Unidad,URL_Producto,Descripcion
900489869_2093395695,Gato Negro Vino Tinto Cabernet Sauvignon,Gato Negro,Turbo,Gato negro,Alcohol,N/A,750 ML,49000,49000,0%,65.34/ml,https://www.rappi.com.co/search?query=gato%20negro,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2093608363,Gato Negro Vino Tinto Merlot,Gato Negro,Turbo,Gato negro,Alcohol,N/A,750 ML,51000,51000,0%,68/ml,https://www.rappi.com.co/search?query=gato%20negro,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2125615307,Gato Negro Vino Tinto Dulce Red,Gato Negro,Turbo,Gato negro,Alcohol,N/A,750 ML,46700,46700,0%,62.27/ml,https://www.rappi.com.co/search?query=gato%20negro,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2121686475,Carmen Vino Tinto Cabernet Sauvignon Insigne,Carmen,Turbo,Gato negro,Alcohol,N/A,750 ML,43100,43100,0%,57.47/ml,https://www.rappi.com.co/search?query=gato%20negro,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2123546645,Casillero Del Diablo Vino Tinto Devils Carnaval Fab Red,Casillero del Diablo,Turbo,Gato negro,Alcohol,N/A,750 ML,71200,71200,0%,94.94/ml,https://www.rappi.com.co/search?query=gato%20negro,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2093395724,Frontera Vino Tinto Cabernet Sauvignon,Frontera,Turbo,Gato negro,Alcohol,N/A,750 ML,48700,48700,0%,64.94/ml,https://www.rappi.com.co/search?query=gato%20negro,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2123704241,Cata Tinto Vino Tinto Chileno,Cata,Turbo,Gato negro,Alcohol,N/A,1000 ML,29900,29900,0%,29.90/ml,https://www.rappi.com.co/search?query=gato%20negro,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2121686541,Carmen Vino Tinto Carmenere,Carmen,Turbo,Gato negro,Alcohol,N/A,750 ML,42300,42300,0%,56.40/ml,https://www.rappi.com.co/search?query=gato%20negro,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2123850167,Embajador Vino Tinto Cabernet Sauvignon,Embajador,Turbo,Gato negro,Alcohol,N/A,750 ML,28500,28500,0%,38/ml,https://www.rappi.com.co/search?query=gato%20negro,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2121344228,Casillero Del Diablo Vino Tinto Red Blend,Casillero del Diablo,Turbo,Gato negro,Alcohol,N/A,750 ML,71200,71200,0%,94.94/ml,https://www.rappi.com.co/search?query=gato%20negro,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2121071655,Frontera Vino Tinto Carmenere,Frontera,Turbo,Gato negro,Alcohol,N/A,750 ML,53200,53200,0%,70.94/ml,https://www.rappi.com.co/search?query=gato%20negro,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2123335680,Carmen Vino Tinto Premier Merlot Reserva,Carmen,Turbo,Gato negro,Alcohol,N/A,750 ML,85700,85700,0%,114.27/ml,https://www.rappi.com.co/search?query=gato%20negro,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2093753351,Lazo Vino Tinto Cabernet Sauvignon Chile,Lazo,Turbo,Gato negro,Alcohol,N/A,750 ML,45300,45300,0%,60.40/ml,https://www.rappi.com.co/search?query=gato%20negro,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2124286915,Vino Glorioso,Vino,Turbo,Gato negro,Alcohol,N/A,750 ML,90200,90200,0%,120.27/ml,https://www.rappi.com.co/search?query=gato%20negro,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900023671_2126151878,Vino Tinto Gato Negro Cabernet Sauvignon 750 Ml,Gato Negro,Home Sentry,Gato negro,Alcohol,N/A,750 ML,61450,53950,12%,71.94/ml,https://www.rappi.com.co/search?query=gato%20negro,Tienda Rappi: Home Sentry | Zona: Chicó / Chapinero / Zona Rosa
900023671_2126151909,Vino Tinto Gato Negro Merlot 750 Ml,Gato Negro,Home Sentry,Gato negro,Alcohol,N/A,750 ML,61450,53950,12%,71.94/ml,https://www.rappi.com.co/search?query=gato%20negro,Tienda Rappi: Home Sentry | Zona: Chicó / Chapinero / Zona Rosa
900023671_2123699560,Morande Vino Tinto Clásico Cabernet Sauvignon,Morande,Home Sentry,Gato negro,Alcohol,N/A,750 ML,56950,49950,12%,66.60/ml,https://www.rappi.com.co/search?query=gato%20negro,Tienda Rappi: Home Sentry | Zona: Chicó / Chapinero / Zona Rosa
900023671_2123699662,Norton Vino Tinto Colección Malbec,Norton,Home Sentry,Gato negro,Alcohol,N/A,750 ML,70450,61950,12%,82.60/ml,https://www.rappi.com.co/search?query=gato%20negro,Tienda Rappi: Home Sentry | Zona: Chicó / Chapinero / Zona Rosa
900023671_2126151843,Vino Tinto Concha Y Toro Cabernet Reservado 750 Ml,Concha y Toro,Home Sentry,Gato negro,Alcohol,N/A,750 ML,37450,32950,12%,43.94/ml,https://www.rappi.com.co/search?query=gato%20negro,Tienda Rappi: Home Sentry | Zona: Chicó / Chapinero / Zona Rosa
900023671_2126152015,Vino Tinto Rosaleda Merlot 750 Ml,Vino,Home Sentry,Gato negro,Alcohol,N/A,750 ML,25950,25950,0%,34.60/ml,https://www.rappi.com.co/search?query=gato%20negro,Tienda Rappi: Home Sentry | Zona: Chicó / Chapinero / Zona Rosa
900457753_2091667700,Gato Negro Vino Tinto Merlot,Gato Negro,La Rebaja,Gato negro,Alcohol,N/A,750 ML,51900,51900,0%,69.20/ml,https://www.rappi.com.co/search?query=gato%20negro,Tienda Rappi: La Rebaja (La Rebaja Licores) | Zona: Chicó / Chapinero / Zona Rosa
900457753_2120621151,Gato Negro Vino Tinto Cabernet Sauvignon,Gato Negro,La Rebaja,Gato negro,Alcohol,N/A,750 ML,48300,48300,0%,64.40/ml,https://www.rappi.com.co/search?query=gato%20negro,Tienda Rappi: La Rebaja (La Rebaja Licores) | Zona: Chicó / Chapinero / Zona Rosa
900457753_2091667701,San Pedro Gato Negro Vino Tinto Carmenère,Gato Negro,La Rebaja,Gato negro,Alcohol,N/A,750 ML,48300,48300,0%,64.40/ml,https://www.rappi.com.co/search?query=gato%20negro,Tienda Rappi: La Rebaja (La Rebaja Licores) | Zona: Chicó / Chapinero / Zona Rosa
900478140_2125442287,Vino Gato Negro Cabernet Suavignon X 750ml,Gato Negro,D’ORÉE FLORISTERÍA I,Gato negro,Alcohol,N/A,750 ML,85000,85000,0%,113.34/ml,https://www.rappi.com.co/search?query=gato%20negro,Tienda Rappi: D’ORÉE FLORISTERÍA I (SINVAL SAS) | Zona: Chicó / Chapinero / Zona Rosa
900478140_2125308179,Vino Casillero Diablo Dark 750ml,Vino,D’ORÉE FLORISTERÍA I,Gato negro,Alcohol,N/A,750 ML,140000,140000,0%,186.67/ml,https://www.rappi.com.co/search?query=gato%20negro,Tienda Rappi: D’ORÉE FLORISTERÍA I (SINVAL SAS) | Zona: Chicó / Chapinero / Zona Rosa
900423958_2120323031,Gato Negro Vino Tinto Cabernet Sauvignon,Gato Negro,Jumbo,Gato negro,Alcohol,N/A,750 ML,56200,56200,0%,74.94/ml,https://www.rappi.com.co/search?query=gato%20negro,Tienda Rappi: Jumbo (Jumbo Mt Mascotas) | Zona: Chicó / Chapinero / Zona Rosa
900423958_2122254302,Gato Negro Vino Tinto Merlot,Gato Negro,Jumbo,Gato negro,Alcohol,N/A,750 ML,56200,56200,0%,74.94/ml,https://www.rappi.com.co/search?query=gato%20negro,Tienda Rappi: Jumbo (Jumbo Mt Mascotas) | Zona: Chicó / Chapinero / Zona Rosa
900423958_2124853334,Gato Negro Vino Tinto Dulce Red,Gato Negro,Jumbo,Gato negro,Alcohol,N/A,750 ML,43990,43990,0%,58.66/ml,https://www.rappi.com.co/search?query=gato%20negro,Tienda Rappi: Jumbo (Jumbo Mt Mascotas) | Zona: Chicó / Chapinero / Zona Rosa
900423958_2120150335,Gato Negro Vino Tinto Malbec Botella 750 ml,Gato Negro,Jumbo,Gato negro,Alcohol,N/A,750 ML,58990,58990,0%,78.66/ml,https://www.rappi.com.co/search?query=gato%20negro,Tienda Rappi: Jumbo (Jumbo Mt Mascotas) | Zona: Chicó / Chapinero / Zona Rosa
900423958_2119949880,Gato Negro Vino Tinto Cabernet Sauvignon Merlot Botella 750 ml,Gato Negro,Jumbo,Gato negro,Alcohol,N/A,750 ML,55100,55100,0%,73.47/ml,https://www.rappi.com.co/search?query=gato%20negro,Tienda Rappi: Jumbo (Jumbo Mt Mascotas) | Zona: Chicó / Chapinero / Zona Rosa
900423958_2120083991,San Pedro Gato Negro Vino Tinto Carmenère,Gato Negro,Jumbo,Gato negro,Alcohol,N/A,750 ML,55100,55100,0%,73.47/ml,https://www.rappi.com.co/search?query=gato%20negro,Tienda Rappi: Jumbo (Jumbo Mt Mascotas) | Zona: Chicó / Chapinero / Zona Rosa
900423958_2120183255,Gato Negro Vino Blanco Saugvinon Blanc 750 ml,Gato Negro,Jumbo,Gato negro,Alcohol,N/A,750 ML,59990,59990,0%,79.99/ml,https://www.rappi.com.co/search?query=gato%20negro,Tienda Rappi: Jumbo (Jumbo Mt Mascotas) | Zona: Chicó / Chapinero / Zona Rosa
900423958_2119948453,Gato Negro Vino Blanco Sauvignon Blanc,Gato Negro,Jumbo,Gato negro,Alcohol,N/A,750 ML,55100,55100,0%,73.47/ml,https://www.rappi.com.co/search?query=gato%20negro,Tienda Rappi: Jumbo (Jumbo Mt Mascotas) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2121145351,Siete Soles Vino Tinto Cabernet Sauvignon Reserva,Siete,Turbo,Casillero del diablo,Alcohol,N/A,750 ML,29300,29300,0%,39.07/ml,https://www.rappi.com.co/search?query=casillero%20del%20diablo,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2125615308,Reservado Concha Y Toro Vino Tinto Cabernet Sauvignon,Concha y Toro,Turbo,Casillero del diablo,Alcohol,N/A,750 ML,43900,43900,0%,58.54/ml,https://www.rappi.com.co/search?query=casillero%20del%20diablo,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2121771060,Siete Soles Vino Tinto Reserva Merlot,Siete,Turbo,Casillero del diablo,Alcohol,N/A,750 ML,29300,29300,0%,39.07/ml,https://www.rappi.com.co/search?query=casillero%20del%20diablo,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2121144185,Santa Carolina Vino Tinto Carmenere Reservado,Santa,Turbo,Casillero del diablo,Alcohol,N/A,750 ML,46200,46200,0%,61.60/ml,https://www.rappi.com.co/search?query=casillero%20del%20diablo,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2121688628,Vino Tinto Santa Carolina Merlot Reservado 750 Ml,Vino,Turbo,Casillero del diablo,Alcohol,N/A,750 ML,59000,59000,0%,78.67/ml,https://www.rappi.com.co/search?query=casillero%20del%20diablo,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2093569043,Undurraga Vino Tinto Merlot,Undurraga,Turbo,Casillero del diablo,Alcohol,N/A,750 ML,89300,89300,0%,119.07/ml,https://www.rappi.com.co/search?query=casillero%20del%20diablo,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2123546646,Vino en Devil's Carnival Fantasy Sweet,Vino,Turbo,Casillero del diablo,Alcohol,N/A,750 ML,89000,89000,0%,118.67/ml,https://www.rappi.com.co/search?query=casillero%20del%20diablo,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2121771058,Siete Soles Vino Tinto Reserva Carmenere,Siete,Turbo,Casillero del diablo,Alcohol,N/A,750 ML,29300,29300,0%,39.07/ml,https://www.rappi.com.co/search?query=casillero%20del%20diablo,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2121144158,Reservado Vino Tinto Cabernet Sauvignon Santa Carolina 750 ml,Reservado,Turbo,Casillero del diablo,Alcohol,N/A,750 ML,46200,46200,0%,61.60/ml,https://www.rappi.com.co/search?query=casillero%20del%20diablo,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2123818483,Vino Tinto Santa Carolina Cabernet Sauvignon Reserva 750 Ml,Vino,Turbo,Casillero del diablo,Alcohol,N/A,750 ML,88900,88900,0%,118.54/ml,https://www.rappi.com.co/search?query=casillero%20del%20diablo,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900423958_2119672737,Casillero Del Diablo Reserva Vino Tinto Cabernet Sauvignon,Casillero del Diablo,Jumbo,Casillero del diablo,Alcohol,N/A,750 ML,79300,79300,0%,105.74/ml,https://www.rappi.com.co/search?query=casillero%20del%20diablo,Tienda Rappi: Jumbo (Jumbo Mt Mascotas) | Zona: Chicó / Chapinero / Zona Rosa
900423958_2121107345,Casillero Del Diablo Vino Tinto Malbec,Casillero del Diablo,Jumbo,Casillero del diablo,Alcohol,N/A,750 ML,79600,79600,0%,106.14/ml,https://www.rappi.com.co/search?query=casillero%20del%20diablo,Tienda Rappi: Jumbo (Jumbo Mt Mascotas) | Zona: Chicó / Chapinero / Zona Rosa
900423958_2120371514,Casillero Del Diablo Vino Tinto Devils,Casillero del Diablo,Jumbo,Casillero del diablo,Alcohol,N/A,750 ML,101990,101990,0%,135.99/ml,https://www.rappi.com.co/search?query=casillero%20del%20diablo,Tienda Rappi: Jumbo (Jumbo Mt Mascotas) | Zona: Chicó / Chapinero / Zona Rosa
900101308_2119946554,Casillero Del Diablo Vino Tinto Malbec,Casillero del Diablo,Licores JR,Casillero del diablo,Alcohol,N/A,750 ML,65400,65400,0%,87.20/ml,https://www.rappi.com.co/search?query=casillero%20del%20diablo,Tienda Rappi: Licores JR (Grupo Giraldo Home) | Zona: Chicó / Chapinero / Zona Rosa
900101308_2122241069,Casillero Del Diablo Vino Tinto Merlot,Casillero del Diablo,Licores JR,Casillero del diablo,Alcohol,N/A,750 ML,65400,65400,0%,87.20/ml,https://www.rappi.com.co/search?query=casillero%20del%20diablo,Tienda Rappi: Licores JR (Grupo Giraldo Home) | Zona: Chicó / Chapinero / Zona Rosa
900101308_2120006577,Casillero Del Diablo Vino Tinto Cabernet Sauvignon,Casillero del Diablo,Licores JR,Casillero del diablo,Alcohol,N/A,750 ML,65400,65400,0%,87.20/ml,https://www.rappi.com.co/search?query=casillero%20del%20diablo,Tienda Rappi: Licores JR (Grupo Giraldo Home) | Zona: Chicó / Chapinero / Zona Rosa
900025900_3326799,Corona 330 ml,Corona,Tom Glen Parque del Perro,Santa rita,Alcohol,N/A,1 UND,12900,12900,0%,12900.0,https://www.rappi.com.co/search?query=santa%20rita,Tienda Rappi: Tom Glen Parque del Perro (Tom Glen) | Zona: Chicó / Chapinero / Zona Rosa
900428478_3344968,Cerveza Stella Artois Bot. 330ml,Stella Artois,Uki Granada - Turbo,Santa rita,Alcohol,N/A,1 UND,14000,14000,0%,14000.0,https://www.rappi.com.co/search?query=santa%20rita,Tienda Rappi: Uki Granada - Turbo (Uki Fresh Food - Turbo) | Zona: Chicó / Chapinero / Zona Rosa
900428478_3344958,Corona 350 ml,Corona,Uki Granada - Turbo,Santa rita,Alcohol,N/A,1 UND,14000,14000,0%,14000.0,https://www.rappi.com.co/search?query=santa%20rita,Tienda Rappi: Uki Granada - Turbo (Uki Fresh Food - Turbo) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2121144187,Santa Rita 120 Vino Tinto Merlot,Santa Rita,Turbo,Santa rita,Alcohol,N/A,750 ML,72000,50400,30%,67.20/ml,https://www.rappi.com.co/search?query=santa%20rita,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2121144268,Santa Rita 120 Vino Tinto Carmenere,Santa Rita,Turbo,Santa rita,Alcohol,N/A,750 ML,72000,50400,30%,67.20/ml,https://www.rappi.com.co/search?query=santa%20rita,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2121144240,Santa Rita Vino Tinto 120 Cabernet Sauvignon,Santa Rita,Turbo,Santa rita,Alcohol,N/A,750 ML,72200,50540,30%,67.39/ml,https://www.rappi.com.co/search?query=santa%20rita,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2121686525,Santa Rita Vino Tinto 120 Cabernet Sauvignon,Santa Rita,Turbo,Santa rita,Alcohol,N/A,187 ML,78000,54600,30%,291.98/ml,https://www.rappi.com.co/search?query=santa%20rita,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2121686120,Santa Carolina Vino Tinto Cabernet Sauvignon / Merlot 750 Ml,Santa,Turbo,Santa rita,Alcohol,N/A,750 ML,56200,56200,0%,74.94/ml,https://www.rappi.com.co/search?query=santa%20rita,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900105204_2124688161,Sorrento (ancheta - Regalo - Vino),Sorrento,Regalos Gourmet Family Cali (Anchetas),Navarro correas,Alcohol,N/A,1 UND,217500,163125,25%,163125/und,https://www.rappi.com.co/search?query=navarro%20correas,Tienda Rappi: Regalos Gourmet Family Cali (Anchetas) (GoutmetFamily) | Zona: Chicó / Chapinero / Zona Rosa
900105204_2125379064,Villalba ( Ancheta - Regalo - Vino ),Villalba,Regalos Gourmet Family Cali (Anchetas),Navarro correas,Alcohol,N/A,1 UND,255500,217175,15%,217175/und,https://www.rappi.com.co/search?query=navarro%20correas,Tienda Rappi: Regalos Gourmet Family Cali (Anchetas) (GoutmetFamily) | Zona: Chicó / Chapinero / Zona Rosa
900105204_2125074192,Idilio (ancheta - Regalo - Vino),Idilio,Regalos Gourmet Family Cali (Anchetas),Navarro correas,Alcohol,N/A,1 UND,199500,169575,15%,169575/und,https://www.rappi.com.co/search?query=navarro%20correas,Tienda Rappi: Regalos Gourmet Family Cali (Anchetas) (GoutmetFamily) | Zona: Chicó / Chapinero / Zona Rosa
900105204_2125377520,Medina ( Ancheta - Regalo - Vino ),Medina,Regalos Gourmet Family Cali (Anchetas),Navarro correas,Alcohol,N/A,1 UND,163500,138975,15%,138975/und,https://www.rappi.com.co/search?query=navarro%20correas,Tienda Rappi: Regalos Gourmet Family Cali (Anchetas) (GoutmetFamily) | Zona: Chicó / Chapinero / Zona Rosa
900437490_2126523157,Vino Maria Eloisa 210ml,Vino,BYG PAPELERIA FIESTAS Y VARIEDADES,Navarro correas,Alcohol,N/A,210 ML,44500,44500,0%,211.91/ml,https://www.rappi.com.co/search?query=navarro%20correas,Tienda Rappi: BYG PAPELERIA FIESTAS Y VARIEDADES (PAPELERIA FIESTAS Y VARIEDADES BYM) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2121144230,Trapiche Vino Tinto Merlot Botella 750 ml,Trapiche,Turbo,Trapiche,Alcohol,N/A,750 ML,58400,58400,0%,77.87/ml,https://www.rappi.com.co/search?query=trapiche,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2121782658,Trapiche Vino Tinto Malbec,Trapiche,Turbo,Trapiche,Alcohol,N/A,750 ML,58400,58400,0%,77.87/ml,https://www.rappi.com.co/search?query=trapiche,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2123565928,Trivento Vino Tinto Malbec,Trivento,Turbo,Trapiche,Alcohol,N/A,750 ML,93000,93000,0%,124/ml,https://www.rappi.com.co/search?query=trapiche,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2093608365,Norton Vino Tinto D.O.C. Malbec,Norton,Turbo,Trapiche,Alcohol,N/A,750 ML,95300,71475,25%,95.30/ml,https://www.rappi.com.co/search?query=trapiche,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2122222110,Portillo Vino Tinto Malbec,Portillo,Turbo,Trapiche,Alcohol,N/A,750 ML,96400,96400,0%,128.54/ml,https://www.rappi.com.co/search?query=trapiche,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2093569178,Norton Vino Tinto Colección Malbec,Norton,Turbo,Trapiche,Alcohol,N/A,750 ML,67400,50550,25%,67.40/ml,https://www.rappi.com.co/search?query=trapiche,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2093395496,Finca las Moras Vino Tinto Malbec,Las Moras,Turbo,Trapiche,Alcohol,N/A,750 ML,64800,64800,0%,86.40/ml,https://www.rappi.com.co/search?query=trapiche,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2121361611,Finca Las Moras Vino Tinto Malbec Barrel Select Botella 750 ml,Las Moras,Turbo,Trapiche,Alcohol,N/A,750 ML,92800,92800,0%,123.74/ml,https://www.rappi.com.co/search?query=trapiche,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2122592470,Vino Tinto Red Blend 9live 750 ml,Vino,Turbo,Trapiche,Alcohol,N/A,750 ML,87300,87300,0%,116.40/ml,https://www.rappi.com.co/search?query=trapiche,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2121155062,Fincas Las Moras Vino Tinto Bonarda Botella de 750 ml,Las Moras,Turbo,Trapiche,Alcohol,N/A,750 ML,69800,69800,0%,93.07/ml,https://www.rappi.com.co/search?query=trapiche,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2121155074,Lazo Vino Tinto Merlot,Lazo,Turbo,Trapiche,Alcohol,N/A,750 ML,45300,45300,0%,60.40/ml,https://www.rappi.com.co/search?query=trapiche,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2123818485,Finca Las Moras Vino Tinto Black Label Malbec Botella 750 ml,Las Moras,Turbo,Trapiche,Alcohol,N/A,750 ML,138500,138500,0%,184.67/ml,https://www.rappi.com.co/search?query=trapiche,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900423958_2120133956,Trapiche Vino Tinto Malbec,Trapiche,Jumbo,Trapiche,Alcohol,N/A,750 ML,65990,65990,0%,87.99/ml,https://www.rappi.com.co/search?query=trapiche,Tienda Rappi: Jumbo (Jumbo Mt Mascotas) | Zona: Chicó / Chapinero / Zona Rosa
900423958_2119849167,Trapiche Broquel Vino Tinto Malbec Botella 750 ml,Trapiche,Jumbo,Trapiche,Alcohol,N/A,750 ML,119990,119990,0%,159.99/ml,https://www.rappi.com.co/search?query=trapiche,Tienda Rappi: Jumbo (Jumbo Mt Mascotas) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2121361611,Finca Las Moras Vino Tinto Malbec Barrel Select Botella 750 ml,Las Moras,Turbo,Las moras,Alcohol,N/A,750 ML,92800,92800,0%,123.74/ml,https://www.rappi.com.co/search?query=las%20moras,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2121155062,Fincas Las Moras Vino Tinto Bonarda Botella de 750 ml,Las Moras,Turbo,Las moras,Alcohol,N/A,750 ML,69800,69800,0%,93.07/ml,https://www.rappi.com.co/search?query=las%20moras,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2121782658,Trapiche Vino Tinto Malbec,Trapiche,Turbo,Las moras,Alcohol,N/A,750 ML,58400,58400,0%,77.87/ml,https://www.rappi.com.co/search?query=las%20moras,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
900101308_2123471025,Finca las Moras Vino Tinto Malbec,Las Moras,Licores JR,Las moras,Alcohol,N/A,750 ML,52100,52100,0%,69.47/ml,https://www.rappi.com.co/search?query=las%20moras,Tienda Rappi: Licores JR (Grupo Giraldo Home) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2093569043,Undurraga Vino Tinto Merlot,Undurraga,Turbo,Undurraga,Alcohol,N/A,750 ML,89300,89300,0%,119.07/ml,https://www.rappi.com.co/search?query=undurraga,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2121155234,Undurraga Vino Tinto Cabernet Sauvignon,Undurraga,Turbo,Undurraga,Alcohol,N/A,750 ML,112900,112900,0%,150.54/ml,https://www.rappi.com.co/search?query=undurraga,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900165860_2093569036,Aperol Aperitivo Bebida Alcohólica,Aperol,Turbo,Aperol,Alcohol,N/A,750 ML,109400,87520,20%,116.70/ml,https://www.rappi.com.co/search?query=aperol,Tienda Rappi: Turbo (Turbo Fresh) | Zona: Chicó / Chapinero / Zona Rosa
900101308_2121473105,Aperol Aperitivo Bebida Alcohólica,Aperol,Licores JR,Aperol,Alcohol,N/A,750 ML,91300,91300,0%,121.74/ml,https://www.rappi.com.co/search?query=aperol,Tienda Rappi: Licores JR (Grupo Giraldo Home) | Zona: Chicó / Chapinero / Zona Rosa
900101308_2120644953,Campari Aperitivo Bitter Milano,Campari,Licores JR,Aperol,Alcohol,N/A,750 ML,112600,112600,0%,150.14/ml,https://www.rappi.com.co/search?query=aperol,Tienda Rappi: Licores JR (Grupo Giraldo Home) | Zona: Chicó / Chapinero / Zona Rosa
900434592_2123813752,Rivelino Vino Espumoso Rosado,Rivelino,Oxxo,Aperol,Alcohol,N/A,750 ML,25000,25000,0%,33.34/ml,https://www.rappi.com.co/search?query=aperol,Tienda Rappi: Oxxo (Oxxo Super) | Zona: Chicó / Chapinero / Zona Rosa
900423958_2124696199,Campari Licor Aperitivo,Campari,Jumbo,Aperol,Alcohol,N/A,750 ML,132990,132990,0%,177.32/ml,https://www.rappi.com.co/search?query=aperol,Tienda Rappi: Jumbo (Jumbo Mt Mascotas) | Zona: Chicó / Chapinero / Zona Rosa
900423958_2126145457,J.P Chenet Vino Spritz,J.P,Jumbo,Aperol,Alcohol,N/A,750 ML,79990,79990,0%,106.66/ml,https://www.rappi.com.co/search?query=aperol,Tienda Rappi: Jumbo (Jumbo Mt Mascotas) | Zona: Chicó / Chapinero / Zona Rosa
900489869_2093395362,Jägermeister Licor de Hierbas,Jägermeister,Turbo,Jagermeister,Alcohol,N/A,700 ML,125500,125500,0%,179.29/ml,https://www.rappi.com.co/search?query=jagermeister,Tienda Rappi: Turbo (Turbo Panini Ya) | Zona: Chicó / Chapinero / Zona Rosa
